456320,1.00
64091,1.00
273057,1.00
192952,1.00
186497,1.00
188937,1.00
263820,1.00
187420,1.00
224325,1.00
362976,1.00
69014,1.00
272569,1.00
70601,1.00
273116,1.00
273063,1.00
267377,1.00
330779,1.00
339860,1.00
323259,1.00
259564,1.00
415426,1.00
384616,1.00
368408,1.00
410358,1.00
368407,1.00
399550,1.00
402880,1.00
420247,1.00
399549,1.00
406327,1.00
419665,1.00
426368,1.00
456442,1.00
453591,1.00
397948,1.00
523850,1.00
444158,1.00
374847,1.00
490899,1.00
521011,1.00
416348,1.00
593117,1.00
429572,1.00
427317,1.00
427318,1.00
426118,1.00
439386,1.00
419942,1.00
604354,1.00
519442,1.00
485914,1.00
573064,1.00
634498,1.00
425944,1.00
579137,1.00
555311,1.00
572546,1.00
543526,1.00
589924,1.00
644281,1.00
547559,1.00
439481,1.00
309800,1.00
547558,1.00
348780,1.00
351160,1.00
478009,1.00
243232,1.00
633148,1.00
573063,1.00
591019,1.00
666510,1.00
79929,1.00
679926,1.00
572478,1.00
439481,1.00
391623,1.00
246969,1.00
521002,1.00
483214,1.00
333146,1.00
523846,1.00
469382,1.00
555311,1.00
647113,1.00
765177,1.00
797209,1.00
930945,1.00
930943,1.00
911116,1.00
911117,1.00
911118,1.00
911119,1.00
911121,1.00
911122,1.00
911123,1.00
911124,1.00
911125,1.00
911126,1.00
911127,1.00
911128,1.00
911129,1.00
911130,1.00
911131,1.00
911132,1.00
911133,1.00
911134,1.00
911135,1.00
985053,1.00
877455,1.00
999630,1.00
693661,1.00
269797,1.00
273075,1.00
272844,1.00
644295,1.00
795797,1.00
990316,1.00
1006006,1.00
342949,1.00
933801,1.00
880724,1.00
868131,1.00
1033806,1.00
529709,1.00
797210,1.00
679901,1.00
1001994,1.00
1053692,1.00
1042877,1.00
694429,1.00
634497,1.00
756883,1.00
358396,1.00
797304,1.00
797303,1.00
751944,1.00
768672,1.00
1110509,1.00
882090,1.00
768065,1.00
859192,1.00
859350,1.00
937775,1.00
671065,1.00
647171,1.00
